	Domain	Supergroup	Division	Subdivision	Class	Order	Family	Genus	Species
ASV_7629	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	Synechococcales	Cyanobiaceae	Cyanobium_PCC6307	Cyanobium_PCC6307_sp.
ASV_7630	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Flavobacteriales	Weeksellaceae	NA	NA
ASV_7631	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_7632	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7633	Eukaryota:mito	Obazoa:mito	Opisthokonta:mito	Metazoa:mito	Craniata:mito	Craniata_X:mito	Archosauria:mito	NA	NA
ASV_7634	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG010	Ruminococcaceae_UCG010_sp.
ASV_7635	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_X	Chitinophagaceae_X_sp.
ASV_7636	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_7637	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG005	Ruminococcaceae_UCG005_sp.
ASV_7638	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	Synechococcales	Cyanobiaceae	Cyanobium_PCC6307	Cyanobium_PCC6307_sp.
ASV_7639	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	Obscuribacterales	Obscuribacterales_X	Obscuribacterales_XX	Obscuribacterales_XX_sp.
ASV_7640	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	Bacillaceae	Aeribacillus	Aeribacillus_sp.
ASV_7641	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	NA	NA	NA	NA
ASV_7642	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_sp.
ASV_7643	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Clostridiaceae_2	Clostridium_sensu_stricto	Clostridium_sensu_stricto_sp.
ASV_7644	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7645	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	NA	NA	NA
ASV_7646	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella	Francisella_sp.
ASV_7647	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
ASV_7648	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia	Labrenzia_sp.
ASV_7649	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp.
ASV_7650	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_sp.
ASV_7651	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_X	Muribaculaceae_X_sp.
ASV_7652	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia	Ralstonia_sp.
ASV_7653	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7654	Bacteria	CCD	Chloroflexi	Chloroflexi_X	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_X	Anaerolineaceae_X_sp.
ASV_7655	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga	Fulvivirga_sp.
ASV_7656	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	Micavibrionaceae_X	Micavibrionaceae_X_sp.
ASV_7657	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG010	Ruminococcaceae_UCG010_sp.
ASV_7658	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7659	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_XX	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_sp.
ASV_7660	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	Bacillaceae	Paraliobacillus	Paraliobacillus_sp.
ASV_7661	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_7662	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
ASV_7663	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X_sp.
ASV_7664	Bacteria	PANNAM	Acidobacteria	Acidobacteria_X	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	Granulicella_sp.
ASV_7665	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter_sp.
ASV_7666	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7667	Eukaryota:plas	TSAR:plas	Stramenopiles:plas	Gyrista:plas	Mediophyceae:plas	Thalassiosirales:plas	Thalassiosiraceae:plas	Thalassiosira:plas	Thalassiosira_sp.:plas
ASV_7668	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.
ASV_7669	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_XX	Micromonosporales	Micromonosporaceae	Virgisporangium	Virgisporangium_sp.
ASV_7670	Eukaryota	TSAR	NA	NA	NA	NA	NA	NA	NA
ASV_7671	Bacteria	PANNAM	Acidobacteria	Acidobacteria_X	Subgroup_6	Unknown_Order	Unknown_Order_X	Vicinamibacter	Vicinamibacter_sp.
ASV_7672	Eukaryota:plas	Archaeplastida:plas	Streptophyta:plas	Streptophyta_X:plas	Embryophyceae:plas	Embryophyceae_X:plas	Embryophyceae_XX:plas	NA	NA
ASV_7673	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Thermoleophilia	NA	NA	NA	NA
ASV_7674	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_X	Nitrincolaceae_X_sp.
ASV_7675	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Acidimicrobiia	Actinomarinales	Actinomarinales_X	Actinomarinales_XX	Actinomarinales_XX_sp.
ASV_7676	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_sp.
ASV_7677	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7678	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella_sp.
ASV_7679	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	Caproiciproducens_sp.
ASV_7680	Archaea	TACK	Thaumarchaeota	Thaumarchaeota_X	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaeraceae_X	Nitrososphaeraceae_X_sp.
ASV_7681	Eukaryota:mito	Obazoa:mito	Opisthokonta:mito	Metazoa:mito	Cnidaria:mito	Cnidaria_X:mito	Anthozoa:mito	Sarcophyton:mito	Sarcophyton_glaucum:mito
ASV_7682	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7683	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas_sp.
ASV_7684	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	NA	NA	NA	NA
ASV_7685	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_X	Lachnospiraceae_X_sp.
ASV_7686	Bacteria	PANNAM	NA	NA	NA	NA	NA	NA	NA
ASV_7687	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Janthinobacterium	Janthinobacterium_sp.
ASV_7688	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus	Jeotgalibacillus_sp.
ASV_7689	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea_sp.
ASV_7690	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	NA	NA
ASV_7691	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7692	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_sp.
ASV_7693	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_X	Ilumatobacteraceae_X_sp.
ASV_7694	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	Woeseia_sp.
ASV_7695	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_sp.
ASV_7696	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	AllorhizobiumNeorhizobiumPararhizobiumRhizobium	AllorhizobiumNeorhizobiumPararhizobiumRhizobium_sp.
ASV_7697	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GKS98_freshwater_group	GKS98_freshwater_group_sp.
ASV_7698	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_X	Oligoflexaceae_X_sp.
ASV_7699	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7700	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7701	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_sp.
ASV_7702	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp.
ASV_7703	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7704	Bacteria	PANNAM	NA	NA	NA	NA	NA	NA	NA
ASV_7705	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_sp.
ASV_7706	Bacteria	PANNAM	Epsilonbacteraeota	Epsilonbacteraeota_X	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	Arcobacter_sp.
ASV_7707	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NS5_marine_group_sp.
ASV_7708	Bacteria	PVC	Verrucomicrobia	Verrucomicrobia_X	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_X	DEV007_X_sp.
ASV_7709	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7710	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7711	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula_sp.
ASV_7712	Bacteria	PVC	NA	NA	NA	NA	NA	NA	NA
ASV_7713	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7714	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystis_sp.
ASV_7715	Eukaryota:plas	Archaeplastida:plas	Chlorophyta:plas	Chlorophyta_X:plas	Ulvophyceae:plas	Ulvales-relatives:plas	Ulvales-relatives_X:plas	Desmochloris:plas	Desmochloris_halophila:plas
ASV_7716	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Cytophagales	Cyclobacteriaceae	Fulvivirga	Fulvivirga_sp.
ASV_7717	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Chromatiales	NA	NA	NA
ASV_7718	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7719	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Arenicellales	Arenicellaceae	Candidatus_Thiosymbion	Candidatus_Thiosymbion_sp.
ASV_7720	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	NA	NA	NA	NA
ASV_7721	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA
ASV_7722	Bacteria	PVC	Verrucomicrobia	Verrucomicrobia_X	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Puniceicoccaceae_X	Puniceicoccaceae_X_sp.
ASV_7723	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	NA	NA	NA	NA
ASV_7724	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA	NA
ASV_7725	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	NA	NA	NA	NA
ASV_7726	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	Halioglobus_sp.
ASV_7727	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7728	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7729	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula_sp.
ASV_7730	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula_sp.
ASV_7731	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium_sp.
ASV_7732	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7733	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	NA	NA	NA
ASV_7734	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7735	Eukaryota:plas	TSAR:plas	Stramenopiles:plas	Gyrista:plas	Bacillariophyceae:plas	NA	NA	NA	NA
ASV_7736	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Puniceispirillales	SAR116_clade	SAR116_clade_X	SAR116_clade_X_sp.
ASV_7737	Bacteria	Terrabacteria	NA	NA	NA	NA	NA	NA	NA
ASV_7738	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_sp.
ASV_7739	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7740	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_X	Cyclobacteriaceae_X_sp.
ASV_7741	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7742	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae_X	Holosporaceae_X_sp.
ASV_7743	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	Nostocales	Nostocaceae	NA	NA
ASV_7744	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA	NA
ASV_7745	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula_sp.
ASV_7746	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	Epulopiscium_sp.
ASV_7747	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7748	Bacteria	PVC	Planctomycetes	Planctomycetes_X	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Blastopirellula_sp.
ASV_7749	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7750	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7751	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina	Candidatus_Actinomarina_sp.
ASV_7752	Bacteria	PVC	Chlamydiae	Chlamydiae_X	Chlamydiae_XX	Chlamydiales	Simkaniaceae	Candidatus_Fritschea	Candidatus_Fritschea_sp.
ASV_7753	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	Clostridium_sensu_stricto_1_sp.
ASV_7754	Eukaryota:plas	Haptista:plas	Haptophyta:plas	Haptophyta_X:plas	Prymnesiophyceae:plas	Phaeocystales:plas	Phaeocystaceae:plas	Phaeocystis:plas	Phaeocystis_sp.:plas
ASV_7755	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_sp.
ASV_7756	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	Sphingorhabdus_sp.
ASV_7757	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	NA	NA	NA
ASV_7758	Eukaryota:plas	Archaeplastida:plas	Chlorophyta:plas	Chlorophyta_X:plas	Pyramimonadophyceae:plas	Pseudoscourfieldiales:plas	Pycnococcaceae:plas	Pycnococcus:plas	Pycnococcus_sp.:plas
ASV_7759	Eukaryota:plas	TSAR:plas	Stramenopiles:plas	Gyrista:plas	Pelagophyceae:plas	Sarcinochrysidales:plas	Sarcinochrysidaceae:plas	Sarcinochrysidaceae_X:plas	Sarcinochrysidaceae_X_sp.:plas
ASV_7760	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Parvibaculales	PS1_clade	PS1_clade_X	PS1_clade_X_sp.
ASV_7761	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA	NA
ASV_7762	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7763	Bacteria	CMS	Cyanobacteria	Cyanobacteria_X	Cyanophyceae	NA	NA	NA	NA
ASV_7764	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7765	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7766	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7767	Eukaryota:plas	Archaeplastida:plas	Streptophyta:plas	Streptophyta_X:plas	Embryophyceae:plas	Embryophyceae_X:plas	Embryophyceae_XX:plas	Theobroma:plas	Theobroma_cacao:plas
ASV_7768	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Myxococcales	NA	NA	NA
ASV_7769	Bacteria	PANNAM	NA	NA	NA	NA	NA	NA	NA
ASV_7770	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	NA	NA	NA	NA
ASV_7771	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Hydrogenophilaceae_X	Hydrogenophilaceae_X_sp.
ASV_7772	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	MBNT15	MBNT15_X	MBNT15_XX	MBNT15_XX_sp.
ASV_7773	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	Saprospiraceae_X_sp.
ASV_7774	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	RCP254	RCP254_X	RCP254_XX	RCP254_XX_sp.
ASV_7775	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_hallii_group	[Eubacterium]_hallii_group_sp.
ASV_7776	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Christensenellaceae	NA	NA
ASV_7777	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA
ASV_7778	Bacteria	PANNAM	Acidobacteria	Acidobacteria_X	Acidobacteriia	Acidobacteriales	Acidobacteriales_X	Acidobacteriales_XX	Acidobacteriales_XX_sp.
ASV_7779	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella	Cavicella_sp.
ASV_7780	Bacteria	PANNAM	Acidobacteria	Acidobacteria_X	Holophagae	Subgroup_7	Subgroup_7_X	Subgroup_7_XX	Subgroup_7_XX_sp.
ASV_7781	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Ignavibacteria	Ignavibacteriales	PHOSHE36	PHOSHE36_X	PHOSHE36_X_sp.
ASV_7782	Archaea	TACK	Crenarchaeota	Crenarchaeota_X	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum_sp.
ASV_7783	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Cytophagales	Microscillaceae	Microscillaceae_X	Microscillaceae_X_sp.
ASV_7784	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_sp.
ASV_7785	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Faecalitalea_sp.
ASV_7786	Bacteria	CCD	Chloroflexi	Chloroflexi_X	Anaerolineae	RBG13549	RBG13549_X	RBG13549_XX	RBG13549_XX_sp.
ASV_7787	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	Acetobacterium_sp.
ASV_7788	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_7789	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	[Desulfobacterium]_catecholicum_group	[Desulfobacterium]_catecholicum_group_sp.
ASV_7790	Bacteria	CCD	Chloroflexi	Chloroflexi_X	Dehalococcoidia	S085	S085_X	S085_XX	S085_XX_sp.
ASV_7791	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ASV_7792	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_7793	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp.
ASV_7794	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	Dyadobacter_sp.
ASV_7795	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	NA	NA	NA	NA
ASV_7796	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Oligoflexales	03196G20	03196G20_X	03196G20_X_sp.
ASV_7797	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV_7798	Bacteria	FCB	Bacteroidetes	Bacteroidetes_X	Bacteroidia	NA	NA	NA	NA
ASV_7799	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacteraceae_X	Ilumatobacteraceae_X_sp.
ASV_7800	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium]_hallii_group	[Eubacterium]_hallii_group_sp.
ASV_7801	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	KI89A_clade	KI89A_clade_X	KI89A_clade_XX	KI89A_clade_XX_sp.
ASV_7802	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila	Desulfopila_sp.
ASV_7803	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Methylococcales	Methylomonaceae	NA	NA
ASV_7804	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	NA	NA	NA	NA
ASV_7805	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_sp.
ASV_7806	Archaea	TACK	Crenarchaeota	Crenarchaeota_X	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum_sp.
ASV_7807	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV_7808	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella_sp.
ASV_7809	Bacteria	Terrabacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_XX	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia_sp.
ASV_7810	Bacteria	Terrabacteria	Firmicutes	Firmicutes_X	Bacilli	Bacillales	NA	NA	NA
ASV_7811	Bacteria	PANNAM	Proteobacteria	Proteobacteria_X	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA
